policy_id,location_id,postcode,latitude,longitude,region,country,occupancy_type,construction_type,year_built,building_value,contents_value,business_interruption_value,hazard_zone,total_insured_value
POL0002565,LOC0002565,L94 4AZ,53.72613767766806,-2.0244491127995166,North West,UK,Residential,Masonry,1914,298834.21,65239.44,0.0,Low,364073.65
POL0002566,LOC0002566,OX4 4AU,52.0027768522845,-0.791971723178275,South East,UK,Residential,Masonry,1908,193985.86,37062.85,0.0,Very High,231048.71
POL0002567,LOC0002567,GU46 6HK,50.8982724002463,-0.661687012005463,South East,UK,Residential,Reinforced Concrete,1941,169850.39,17874.94,0.0,Low,187725.33
POL0002568,LOC0002568,RG68 6MR,51.00873763200678,-0.8063379599386699,South East,UK,Residential,Masonry,1981,271183.34,27856.42,0.0,High,299039.76
POL0002569,LOC0002569,DD96 7EH,55.47345179924381,-3.3657050559519694,Scotland,UK,Residential,Timber,1903,756154.23,77050.06,0.0,Low,833204.29
POL0002570,LOC0002570,DE3 8SZ,52.852940331709235,-1.4507452607480662,East Midlands,UK,Residential,Masonry,1941,398919.51,81782.63,0.0,Medium,480702.14
POL0002571,LOC0002571,PR11 5US,53.38312144078647,-1.85022654626299,North West,UK,Residential,Timber,1953,363216.22,37801.74,0.0,Very High,401017.96
POL0002572,LOC0002572,SR4 4ZD,54.77839318459532,-1.4106464657859943,North East,UK,Residential,Masonry,1957,238847.41,46060.4,0.0,Low,284907.81
POL0002573,LOC0002573,BN78 7MF,51.184118100909956,-1.0501098390290091,South East,UK,Commercial,Masonry,2017,6223273.29,1579508.8,1151173.75,High,8953955.84
POL0002574,LOC0002574,WV3 7AD,52.57687499457168,-2.269080798315053,West Midlands,UK,Residential,Mixed,2020,737625.3,106856.05,0.0,Very High,844481.35
POL0002575,LOC0002575,RG11 1GA,51.08721827878501,-0.7911863027800224,South East,UK,Industrial,Timber,1968,2570018.96,1353135.0,1130600.04,High,5053754.0
POL0002576,LOC0002576,,52.554962511815376,0.6875552925947985,East of England,UK,Industrial,Masonry,1906,6953122.23,2648344.04,1448329.5,Medium,11049795.77
POL0002577,LOC0002577,BT16 7MX,54.46925238616412,-5.870943352678413,Northern Ireland,UK,Residential,Masonry,1949,289055.86,62835.48,0.0,Medium,351891.34
POL0002578,LOC0002578,DN14 1ZY,53.81633437725431,-1.4567970345297243,Yorkshire and the Humber,UK,Residential,Timber,1965,182452.87,20985.9,0.0,Very High,203438.77
POL0002579,LOC0002579,BL96 5AJ,52.77289137191216,-2.648859630643066,North West,UK,Commercial,Timber,1966,1468043.36,227232.85,294880.67,Low,1990156.88
POL0002580,LOC0002580,IP78 6HV,52.003835570477676,0.7749296988343938,East of England,UK,Residential,Masonry,1900,283657.61,36752.89,0.0,Medium,320410.5
POL0002581,LOC0002581,E85 4YF,51.55924580741423,0.11414858569993369,Greater London,UK,Industrial,Timber,1917,860512.19,419060.74,488970.07,Low,1768543.0
POL0002582,LOC0002582,SA62 5XZ,51.553722889778925,-3.6733793267471877,Wales,UK,Residential,Masonry,1906,335939.23,44708.93,0.0,Medium,380648.16
POL0002583,LOC0002583,CV50 6NE,52.89136129292381,-1.407071044699501,West Midlands,UK,Commercial,Timber,2009,3890211.78,804310.38,412914.36,High,5107436.52
POL0002584,LOC0002584,M9 2TZ,53.12850475879246,-2.1161719881378103,North West,UK,Commercial,Steel Frame,2017,1821592.7,568171.07,545234.88,Low,2934998.65
POL0002585,LOC0002585,LS19 8ZE,53.63408117213196,-1.4963316841037917,Yorkshire and the Humber,UK,Residential,Masonry,1955,896920.2,121113.83,0.0,High,1018034.03
POL0002586,LOC0002586,LU46 1TF,52.535426878299724,1.5270396212019643,East of England,UK,Residential,Timber,1905,714212.22,122279.75,0.0,Medium,836491.97
POL0002587,LOC0002587,EC98 2WN,51.71755775743993,-0.015524800658148319,Greater London,UK,Residential,Masonry,1933,462129.01,78667.7,0.0,Medium,540796.71
POL0002588,LOC0002588,LU48 2GR,52.145350072873676,0.7868112509842471,East of England,UK,Residential,Masonry,1999,305677.77,39658.32,0.0,High,345336.09
POL0002589,LOC0002589,SO77 7MW,51.83523613013193,-0.9950893275686424,South East,UK,Residential,Mixed,1942,617206.54,96250.74,0.0,High,713457.28
POL0002590,LOC0002590,PL44 5EN,51.20638845762266,-3.203382148896318,South West,UK,Residential,Masonry,1968,295427.05,25613.93,0.0,Medium,321040.98
POL0002591,LOC0002591,DD40 4XC,56.09695340287487,-3.094330512261459,Scotland,UK,Industrial,Timber,2004,962475.8,538944.01,339470.93,Low,1840890.74
POL0002592,LOC0002592,G55 8TM,55.772445711486554,-2.7984146322312267,Scotland,UK,Residential,Masonry,1920,152529.43,13583.82,0.0,High,166113.25
POL0002593,LOC0002593,HD49 8BF,53.68270247797147,-1.6002647548934221,Yorkshire and the Humber,UK,Commercial,Masonry,2013,1112803.06,444773.36,308315.52,High,1865891.94
POL0002594,LOC0002594,DY94 8UZ,52.48153404267657,-2.0237620420124736,West Midlands,UK,Residential,Timber,1986,298456.77,43488.93,0.0,Low,341945.7
POL0002595,LOC0002595,NW57 1DV,51.573242218409874,0.3099757554545404,Greater London,UK,Residential,Steel Frame,2023,177269.95,33734.07,0.0,Medium,211004.02
POL0002596,LOC0002596,IV49 4YT,55.63340506852684,-3.002662347379877,Scotland,UK,Retail,Steel Frame,1998,250355.94,76109.31,43813.18,High,370278.43
POL0002597,LOC0002597,RG72 1EU,51.5027044274898,-0.9196697447730116,South East,UK,Residential,Timber,1900,589140.25,93504.31,0.0,Low,682644.56
POL0002598,LOC0002598,WS17 4GC,52.73031647956474,-1.8716669784174798,West Midlands,UK,Residential,Timber,1942,355415.78,68048.51,0.0,Low,423464.29
POL0002599,LOC0002599,OX6 6RF,51.5889641933336,-0.706071440762964,South East,UK,Residential,Steel Frame,1958,612046.53,104106.41,0.0,Low,716152.94
POL0002600,LOC0002600,NW51 3VJ,51.365977743893424,-0.01391028489075663,Greater London,UK,Residential,Timber,1934,380740.5,61990.42,0.0,Low,442730.92
POL0002601,LOC0002601,IP66 5KR,52.17027946998102,0.6671809237064397,East of England,UK,Residential,Mixed,1960,466127.47,70025.02,0.0,Medium,536152.49
POL0002602,LOC0002602,SW46 2YK,51.41702280898606,0.05141055355681684,Greater London,UK,Residential,Timber,1918,539754.48,46507.77,0.0,High,586262.25
POL0002603,LOC0002603,PL22 8ZT,51.47736051852512,-2.4379732669596637,South West,UK,Residential,Masonry,1953,157148.64,18162.0,0.0,Low,175310.64
POL0002604,LOC0002604,RG97 7TF,51.44959513838919,-1.5876659847387233,South East,UK,Residential,Masonry,1957,423824.45,74226.98,0.0,Medium,498051.43
POL0002605,LOC0002605,WC1 4AA,51.515983156507914,-0.10345557704040953,Greater London,UK,Commercial,Timber,1962,5625163.01,1506236.62,2030737.29,Low,9162136.92
POL0002606,LOC0002606,CV29 2KF,52.55412686240297,-2.116017093600582,West Midlands,UK,Industrial,Masonry,1993,3254204.79,1206748.05,1454342.2,Medium,5915295.04
POL0002607,LOC0002607,NW43 1XH,51.17246847933365,0.10975052505982563,Greater London,UK,Residential,Masonry,1941,321816.48,36549.35,0.0,Low,358365.83
POL0002608,LOC0002608,GU41 2YE,51.37789016417044,-0.9130272618797016,South East,UK,Residential,Masonry,1905,176784.15,33026.34,0.0,Medium,209810.49
POL0002609,LOC0002609,BA89 5RJ,51.37569117763128,-2.590203493793966,South West,UK,Residential,Reinforced Concrete,2005,227957.48,36404.66,0.0,High,264362.14
POL0002610,LOC0002610,N73 2ZH,51.38140010257797,-0.49547176387845465,Greater London,UK,Residential,Masonry,1953,318526.12,65689.47,0.0,Low,384215.59
POL0002611,LOC0002611,G91 3VY,56.08594486501522,-3.4174856335259256,Scotland,UK,Industrial,Masonry,1994,3256879.64,833909.46,1939576.82,Medium,6030365.92
POL0002612,LOC0002612,SW48 5CF,51.55310641465054,0.02837488432278959,Greater London,UK,Commercial,Steel Frame,2023,2257643.51,708572.31,512820.93,Medium,3479036.75
POL0002613,LOC0002613,PO62 1MU,51.29019243963114,-1.4355765410617343,South East,UK,Residential,Masonry,1943,230244.1,25659.59,0.0,Medium,255903.69
POL0002614,LOC0002614,BA48 1NB,52.133803971878855,-2.7884533128592617,South West,UK,Residential,Reinforced Concrete,1958,483624.87,80122.36,0.0,Low,563747.23
POL0002615,LOC0002615,BN22 8VK,51.62905680440833,-0.24110385116335287,South East,UK,Residential,Steel Frame,1913,239521.65,34413.04,0.0,Low,273934.69
POL0002616,LOC0002616,SW33 7YU,51.728374169119085,-0.24176826735446957,Greater London,UK,Industrial,Timber,1915,1120102.69,315879.61,258567.16,Low,1694549.46
POL0002617,LOC0002617,BL43 2FH,53.46200741149017,-2.5589907435007624,North West,UK,Commercial,Masonry,2020,2591331.03,853871.75,374662.07,Low,3819864.85
POL0002618,LOC0002618,BN54 2SB,51.70137499954817,-0.7629171309376984,South East,UK,Residential,Masonry,1959,466535.31,68426.66,0.0,Very High,534961.97
POL0002619,LOC0002619,CF28 8GS,51.33756077088671,-3.575126426697409,Wales,UK,Residential,Masonry,1928,331503.63,58881.81,0.0,High,390385.44
POL0002620,LOC0002620,PO74 2PW,51.08455455345417,-0.6032246785544036,South East,UK,Residential,Steel Frame,2002,310593.34,26211.82,0.0,Low,336805.16
POL0002621,LOC0002621,DD62 2XH,55.98700447610756,-3.106605876193554,Scotland,UK,Industrial,Mixed,2005,4200073.01,1747459.8,2199595.39,Low,8147128.2
POL0002622,LOC0002622,DL61 7XF,54.74787438475854,-2.1739311792556744,North East,UK,Residential,Steel Frame,2003,355787.8,54385.64,0.0,High,410173.44
POL0002623,LOC0002623,BB47 4RC,53.75033180091926,-2.2266251659410523,North West,UK,Residential,Timber,1982,397157.96,46155.28,0.0,Low,443313.24
POL0002624,LOC0002624,TS21 5HA,55.232325704816134,-1.7644545880759144,North East,UK,Residential,Mixed,1960,149379.75,15401.52,0.0,Low,164781.27
POL0002625,LOC0002625,WA63 3SV,53.414491003949685,-1.9715466928841598,North West,UK,Residential,Reinforced Concrete,1984,88759.71,7441.38,0.0,Low,96201.09
POL0002626,LOC0002626,NN62 5BT,53.15985746230215,-0.8550250633793374,East Midlands,UK,Residential,Steel Frame,1996,338209.04,72023.27,0.0,Low,410232.31
POL0002627,LOC0002627,NW44 3DC,51.424543649131245,0.1059279503073298,Greater London,UK,Commercial,Masonry,1993,1153337.56,196931.45,262628.13,Medium,1612897.14
POL0002628,LOC0002628,LU16 5AU,52.551047850333475,0.6777866355610169,East of England,UK,Residential,Masonry,1913,270794.31,43912.21,0.0,High,314706.52
POL0002629,LOC0002629,ST55 2DZ,52.34242325814326,-1.380155910739629,West Midlands,UK,Industrial,Masonry,1930,5033599.26,1328112.41,1428852.26,Low,7790563.93
POL0002630,LOC0002630,BL9 7WJ,53.297555194605636,-2.003398931096499,North West,UK,Commercial,Masonry,1989,1726592.63,263215.78,528935.54,Medium,2518743.95
POL0002631,LOC0002631,AL28 8HF,52.22414175305444,0.017805065735867043,East of England,UK,Residential,Masonry,1954,184372.42,18704.65,0.0,Medium,203077.07
POL0002632,LOC0002632,BS49 8UM,51.77050633889401,-3.635884379228,South West,UK,Commercial,Mixed,1917,2003148.87,441095.27,431835.32,Very High,2876079.46
POL0002633,LOC0002633,N34 5SV,50.95164414130787,0.07278543020265524,Greater London,UK,Residential,Steel Frame,1903,228007.13,43717.48,0.0,Very High,271724.61
POL0002634,LOC0002634,N7 2CC,51.65477993562987,-0.36988034599346353,Greater London,UK,Residential,Steel Frame,1935,642141.17,76972.2,0.0,Low,719113.37
POL0002635,LOC0002635,PL53 5AD,51.495890185284914,-3.5498434173956417,South West,UK,Retail,Masonry,1976,878030.59,395680.06,230795.7,Low,1504506.35
POL0002636,LOC0002636,AL55 3YB,52.43845313005176,0.8124956850803668,East of England,UK,Residential,Masonry,1952,350913.51,50221.45,0.0,Medium,401134.96
POL0002637,LOC0002637,NN54 2PF,52.94202000106654,-1.1501802367876466,East Midlands,UK,Residential,Masonry,2000,152483.83,26215.47,0.0,Low,178699.3
POL0002638,LOC0002638,TR27 3DC,51.59261116933405,-2.598882578929187,South West,UK,Residential,Timber,1909,647846.45,65071.04,0.0,Low,712917.49
POL0002639,LOC0002639,LE73 5BT,52.430064459235254,-0.3234937508814413,East Midlands,UK,Residential,Masonry,2000,120938.56,25252.45,0.0,Medium,146191.01
POL0002640,LOC0002640,PL94 5EA,51.79072422943997,-3.0761789715428347,South West,UK,Residential,Masonry,1993,298484.89,58341.41,0.0,Low,356826.3
POL0002641,LOC0002641,RG71 8JW,51.35786157546656,-1.0677929922592955,South East,UK,Residential,Masonry,1957,62988.73,12393.57,0.0,Medium,75382.3
POL0002642,LOC0002642,SW36 7CR,51.80927787862251,-0.9481221954215118,Greater London,UK,Residential,Masonry,1959,205656.16,36331.84,0.0,Low,241988.0
POL0002643,LOC0002643,IV60 7XH,55.81357768595966,-3.857341848468251,Scotland,UK,Commercial,Masonry,2004,2184748.11,892923.72,342677.48,Low,3420349.31
POL0002644,LOC0002644,CM38 5CC,52.160673255568064,0.5380496606277363,East of England,UK,Industrial,Masonry,1903,22717266.49,12375331.94,10458360.96,Low,45550959.39
POL0002645,LOC0002645,W20 2NE,51.52951433886716,-0.3574522716234897,Greater London,UK,Residential,Reinforced Concrete,1909,400869.68,55893.44,0.0,Low,456763.12
POL0002646,LOC0002646,BL40 6PH,53.270513450410654,-2.0071304571300037,North West,UK,Residential,Timber,2005,339487.79,58909.44,0.0,Low,398397.23
POL0002647,LOC0002647,LE35 4KD,53.082108367463924,-0.9485686297442679,East Midlands,UK,Residential,Timber,2007,486757.65,72171.74,0.0,Medium,558929.39
POL0002648,LOC0002648,CV91 6UB,52.43666797466256,-2.107660661245572,West Midlands,UK,Residential,Timber,1939,326956.62,37880.7,0.0,Low,364837.32
POL0002649,LOC0002649,CH11 7FS,53.447521305034186,-2.0521584133739883,North West,UK,Residential,Steel Frame,2003,510924.92,76689.85,0.0,Low,587614.77
POL0002650,LOC0002650,B88 2XA,51.87670168372788,-1.740637466459074,West Midlands,UK,Industrial,Steel Frame,1927,4367179.33,1128725.79,2056084.52,Low,7551989.64
POL0002651,LOC0002651,W6 6FD,51.59375869245374,-0.10398265568742374,Greater London,UK,Residential,Mixed,1965,765262.19,87078.64,0.0,High,852340.83
POL0002652,LOC0002652,WA77 2ZC,53.43899224187593,-3.2177253666543173,North West,UK,Residential,Masonry,1990,166332.57,20811.71,0.0,Medium,187144.28
POL0002653,LOC0002653,BL65 3SX,53.35764108633189,-1.562613289790598,North West,UK,Public Sector,Steel Frame,2023,968256.12,147781.41,164798.35,Medium,1280835.88
POL0002654,LOC0002654,SE12 4TW,51.510812362759125,-0.24437013869639287,Greater London,UK,Commercial,Mixed,1992,1551487.17,669879.17,606415.16,Medium,2827781.5
POL0002655,LOC0002655,TR16 2BS,51.459233734765235,-2.4530863099213565,South West,UK,Residential,Masonry,1905,436465.76,49083.81,0.0,Low,485549.57
POL0002656,LOC0002656,PR71 8JY,53.665269668513055,-2.329574462000018,North West,UK,Residential,Masonry,1922,488488.01,69288.23,0.0,Medium,557776.24
POL0002657,LOC0002657,EH70 5SU,56.07227748867023,-2.551172694950683,Scotland,UK,Retail,Masonry,1975,2597137.53,1019677.51,716967.78,Low,4333782.82
POL0002658,LOC0002658,SY46 8YS,51.76335022384116,-2.289785917974348,Wales,UK,Residential,Reinforced Concrete,2004,221289.91,42923.71,0.0,Medium,264213.62
POL0002659,LOC0002659,E35 7SR,51.323304299661515,0.5093520128507658,Greater London,UK,Residential,Masonry,1971,217392.9,30153.46,0.0,Medium,247546.36
POL0002660,LOC0002660,IP44 4MG,52.01911138082167,0.851955135761376,East of England,UK,Residential,Timber,1973,668362.9,137045.37,0.0,Very High,805408.27
POL0002661,LOC0002661,DY25 6TT,52.69129342818666,-2.0844953329236997,West Midlands,UK,Residential,Reinforced Concrete,1980,525802.86,94454.44,0.0,Low,620257.3
POL0002662,LOC0002662,SY31 2WT,51.5062299976928,-2.8331247810683005,Wales,UK,Residential,Masonry,1964,587885.09,55450.73,0.0,Low,643335.82
POL0002663,LOC0002663,NW21 2ZN,51.308324148472664,0.5067657146281059,Greater London,UK,Commercial,Masonry,1966,406324.5,71289.58,129747.59,Medium,607361.67
POL0002664,LOC0002664,LU68 7SK,51.85281294507634,1.454682748236786,East of England,UK,Residential,Mixed,2007,428088.79,52486.66,0.0,Low,480575.45
POL0002665,LOC0002665,LS85 6SP,54.08117131774389,-1.5831957190045558,Yorkshire and the Humber,UK,Commercial,Reinforced Concrete,1945,3242548.15,1134499.35,785408.07,Very High,5162455.57
POL0002666,LOC0002666,OX25 6ZW,51.34175290085372,-1.1707707398605889,South East,UK,Residential,Steel Frame,1927,148493.39,23447.92,0.0,Medium,171941.31
POL0002667,LOC0002667,SE34 7NB,51.469177220728035,-0.14602842738855398,Greater London,UK,Residential,Masonry,2005,355352.57,58467.41,0.0,Low,413819.98
POL0002668,LOC0002668,CO28 8YH,52.59196334905768,1.4656885581461419,East of England,UK,Commercial,Reinforced Concrete,1999,1007985.41,207420.24,258618.45,Medium,1474024.1
POL0002669,LOC0002669,BS41 7MM,51.51032637778312,-2.9092388254359736,South West,UK,Retail,Mixed,1958,1642812.12,704301.35,321427.01,Low,2668540.48
POL0002670,LOC0002670,OX50 6KY,51.30169670862187,-1.047674498152288,South East,UK,Industrial,Steel Frame,1947,9765242.3,3140529.8,3934329.15,High,16840101.25
POL0002671,LOC0002671,CB78 3YM,51.9520658105169,0.2696022671991961,East of England,UK,Residential,Masonry,1925,361298.94,65990.53,0.0,Low,427289.47
POL0002672,LOC0002672,WA16 8XB,54.06799561946445,-2.1276068601404234,North West,UK,Residential,Timber,1957,711229.95,148854.27,0.0,High,860084.22
POL0002673,LOC0002673,BH31 6UZ,51.22122272256951,-2.277590643264069,South West,UK,Commercial,Masonry,1988,552109.82,105935.66,55300.87,Low,713346.35
POL0002674,LOC0002674,SE9 4SU,51.17726308505408,-0.5440845781910004,Greater London,UK,Residential,Masonry,1997,452085.9,47282.74,0.0,Low,499368.64
POL0002675,LOC0002675,NE48 4XD,54.75344812770201,-0.9890849532712872,North East,UK,Commercial,Steel Frame,1966,750219.27,262670.21,108835.65,Low,1121725.13
POL0002676,LOC0002676,OX40 7WG,51.38369358158206,-1.905948655022945,South East,UK,Public Sector,Masonry,1956,1045910.0,218453.18,53065.5,High,1317428.68
POL0002677,LOC0002677,WN90 2MJ,53.81961846128917,-2.359024918381696,North West,UK,Residential,Masonry,1927,191217.29,28149.77,0.0,Medium,219367.06
POL0002678,LOC0002678,E43 6KG,50.98936575835404,-0.24793972542609571,Greater London,UK,Commercial,Timber,2018,4118175.09,1558465.48,1477917.96,High,7154558.53
POL0002679,LOC0002679,SE88 6GH,51.65308109104937,0.025938683282528352,Greater London,UK,Residential,Masonry,1928,1059531.29,193934.04,0.0,Medium,1253465.33
POL0002680,LOC0002680,B7 6AA,52.98975619416615,-2.2144517877765737,West Midlands,UK,factory,Masonry,1912,5529324.38,1736902.11,3061203.02,Medium,10327429.51
POL0002681,LOC0002681,RG21 5SF,51.46758163367419,-1.2439363258598002,South East,UK,Commercial,Masonry,2005,865108.58,218204.42,339207.19,Low,1422520.19
POL0002682,LOC0002682,PA32 6UD,55.52148598962758,-2.851799598523737,Scotland,UK,Residential,Timber,2002,951189.58,207439.8,0.0,Medium,1158629.38
POL0002683,LOC0002683,SE38 4VE,51.636915479361306,-0.01980218911443596,Greater London,UK,Industrial,Masonry,1952,2080576.95,1041566.44,1122720.33,High,4244863.72
POL0002684,LOC0002684,CH81 2JR,53.60030125411242,-2.5030796840215994,North West,UK,Commercial,Timber,1919,4720552.23,1479872.73,658758.09,Medium,6859183.05
POL0002685,LOC0002685,OX54 5RK,51.17290537555091,-0.9637939985756431,South East,UK,Residential,Masonry,2018,130748.84,13274.37,0.0,Low,144023.21
POL0002686,LOC0002686,W69 3UF,51.83233919267525,0.4834693114723479,Greater London,UK,Retail,Masonry,1921,416038.93,107068.85,197797.65,Medium,720905.43
POL0002687,LOC0002687,N93 6WB,51.72992115790608,-0.11651371782812353,Greater London,UK,Residential,Reinforced Concrete,1912,209625.93,38017.5,0.0,High,247643.43
POL0002688,LOC0002688,L1 2TZ,53.556339500231985,-2.238194333456359,North West,UK,Public Sector,Masonry,1971,2627768.05,594650.46,516825.06,Low,3739243.57
POL0002689,LOC0002689,WV75 7MS,52.198935864884156,-1.8810339962799938,West Midlands,UK,Residential,Timber,1956,758876.31,65099.01,0.0,Low,823975.32
POL0002690,LOC0002690,BB23 6VC,53.107048491075226,-2.289749345919155,North West,UK,Residential,Timber,2005,253073.76,53392.94,0.0,Low,306466.7
POL0002691,LOC0002691,WS58 7VN,52.94430943096697,-1.5777134953423264,West Midlands,UK,Residential,Masonry,1982,116666.7,11405.92,0.0,Low,128072.62
POL0002692,LOC0002692,DN56 3UT,53.542326628413775,-1.5766230464640676,Yorkshire and the Humber,UK,Residential,Masonry,1968,449235.26,76241.82,0.0,Medium,525477.08
POL0002693,LOC0002693,W2 8HX,51.27357463270867,-0.1513552319073398,Greater London,UK,Commercial,Reinforced Concrete,1968,1174202.74,234133.78,253191.05,Medium,1661527.57
POL0002694,LOC0002694,CV20 1XJ,52.77771018862688,-1.6422569834422367,West Midlands,UK,Residential,Timber,1997,356017.9,70935.15,0.0,Low,426953.05
POL0002695,LOC0002695,LE18 1DK,53.65036034260869,-0.7049585870471227,East Midlands,UK,Retail,Masonry,1948,2618636.05,723058.59,543954.68,Low,3885649.32
POL0002696,LOC0002696,CV89 5FX,52.54332010670175,-1.6330830098293487,West Midlands,UK,Residential,Steel Frame,1997,234414.98,33546.54,0.0,Low,267961.52
POL0002697,LOC0002697,CM92 1BZ,52.18381591122866,0.28914838610713145,East of England,UK,Residential,Masonry,1910,301817.17,55919.25,0.0,Low,357736.42
POL0002698,LOC0002698,OX31 4BC,51.82011744192051,-0.5946832387659737,South East,UK,Industrial,Steel Frame,2017,3082111.0,1423581.28,1158530.64,Medium,5664222.92
POL0002699,LOC0002699,AB27 5MW,55.88580481991369,-3.0842044199660914,Scotland,UK,Commercial,Masonry,2001,907214.96,238823.49,110915.64,Medium,1256954.09
POL0002700,LOC0002700,IV53 6JE,56.300762972467744,-2.866686458041712,Scotland,UK,Commercial,Timber,1906,3583958.07,1184523.87,1027055.23,Low,5795537.17
POL0002701,LOC0002701,CV83 1PF,52.07653164965008,-1.7978243918338668,West Midlands,UK,Residential,Steel Frame,1915,737991.31,149636.03,0.0,Low,887627.34
POL0002702,LOC0002702,BT20 8AU,54.55036317286326,-5.507159734327302,Northern Ireland,UK,Commercial,Timber,1917,1108568.84,415892.49,291877.42,Medium,1816338.75
POL0002703,LOC0002703,NW46 2XG,51.795891966859145,0.37347097470765706,Greater London,UK,Residential,Masonry,1969,291911.4,50109.92,0.0,Low,342021.32
POL0002704,LOC0002704,NW56 1TG,51.19418958515834,-0.4255623829413707,Greater London,UK,Public Sector,Steel Frame,2013,3082133.91,751455.19,543180.42,Low,4376769.52
POL0002705,LOC0002705,IV87 2ZW,56.26524308211792,-3.4131254098301294,Scotland,UK,Commercial,Steel Frame,2016,14125255.81,4041857.62,2007981.45,High,20175094.88
POL0002706,LOC0002706,PA7 8RJ,55.52729876534399,-2.9859133347066553,Scotland,UK,Industrial,Timber,2014,4413865.47,2447800.09,2784761.59,Low,9646427.15
POL0002707,LOC0002707,WC1 2HW,51.353978836725524,0.5525204927171923,Greater London,UK,Commercial,Masonry,2023,713288.96,182978.53,79032.55,Medium,975300.04
POL0002708,LOC0002708,,51.53743167511677,-0.9172014710761671,South East,UK,Residential,Masonry,1964,660761.97,60043.93,0.0,Very High,720805.9
POL0002709,LOC0002709,SE5 8BC,51.40381171034758,0.4769174268922492,Greater London,UK,Commercial,Timber,1986,923890.28,166084.11,162014.88,Medium,1251989.27
POL0002710,LOC0002710,GU37 3AK,51.55489524876915,-1.1333298168993584,South East,UK,Residential,Reinforced Concrete,1949,323504.63,42805.12,0.0,Low,366309.75
POL0002711,LOC0002711,AB85 3WE,55.730956562150475,-3.2162197607344027,Scotland,UK,Residential,Steel Frame,2001,104144.11,22046.88,0.0,Low,126190.99
POL0002712,LOC0002712,ST44 6SB,52.212458885596654,-1.4994265721620013,West Midlands,UK,Residential,Steel Frame,1907,298918.5,63707.1,0.0,Low,362625.6
POL0002713,LOC0002713,RG60 7JA,50.94816422487322,-1.0311153307665668,South East,UK,Residential,Reinforced Concrete,1975,242079.04,47733.67,0.0,Medium,289812.71
POL0002714,LOC0002714,CH46 1GX,53.65163739262462,-2.11259462035833,North West,UK,Commercial,Masonry,1968,716997.78,255477.47,84227.68,Medium,1056702.93
POL0002715,LOC0002715,NW22 7VW,51.30636076755561,0.12329830854848872,Greater London,UK,Residential,Masonry,1954,466163.18,99325.16,0.0,Low,565488.34
POL0002716,LOC0002716,BN80 1BY,51.206408971251946,-0.9866061694687878,South East,UK,Commercial,Masonry,1942,3555356.82,1503925.45,1395720.24,Medium,6455002.51
POL0002717,LOC0002717,CM48 3XA,52.423015640154496,0.893506856207383,East of England,UK,Industrial,Timber,1990,21012723.01,12287449.86,4224812.55,Medium,37524985.42
POL0002718,LOC0002718,BT7 4XM,54.408289076802546,-5.475052083705542,Northern Ireland,UK,Residential,Masonry,2008,257361.23,49014.57,0.0,Medium,306375.8
POL0002719,LOC0002719,SA57 1WP,51.50587448001595,-2.8967617438431223,Wales,UK,Residential,Timber,2020,325873.56,49835.31,0.0,High,375708.87
POL0002720,LOC0002720,WC7 7BA,51.93534828186851,0.29705780853435065,Greater London,UK,Residential,Masonry,2023,272241.55,33393.91,0.0,Medium,305635.46
POL0002721,LOC0002721,SR74 2DJ,55.29193623377269,-1.5445816266572003,North East,UK,Residential,Reinforced Concrete,2013,193921.06,23408.21,0.0,Low,217329.27
POL0002722,LOC0002722,EH11 5MP,56.17560183385494,-3.10713330166556,Scotland,UK,Residential,Mixed,1920,516579.78,54370.18,0.0,Very High,570949.96
POL0002723,LOC0002723,G39 8XM,55.61468914902204,-3.0732573588480836,Scotland,UK,Residential,Masonry,1946,203619.53,41879.28,0.0,Medium,245498.81
POL0002724,LOC0002724,B29 6VJ,52.55798107544677,-1.6685828426217089,West Midlands,UK,Commercial,Timber,1962,2237582.83,528853.94,571896.41,Medium,3338333.18
POL0002725,LOC0002725,BB46 8JD,53.444960846940255,-2.5319531115702634,North West,UK,Residential,Reinforced Concrete,1942,899955.79,101483.74,0.0,Medium,1001439.53
POL0002726,LOC0002726,RG45 7SY,51.638321703289066,-1.4771434691558543,South East,UK,Residential,Masonry,1936,281715.74,55613.37,0.0,Low,337329.11
POL0002727,LOC0002727,N95 8RV,51.91566935803981,-0.21553886325789712,Greater London,UK,Public Sector,Masonry,1976,1121245.24,145842.64,140957.06,Very High,1408044.94
POL0002728,LOC0002728,RH73 6NR,51.52324788817573,-0.7658479017530027,South East,UK,Public Sector,Steel Frame,1961,4796502.49,1655423.46,257275.57,High,6709201.52
POL0002729,LOC0002729,RH55 3XY,51.61989265255637,-1.513514033981659,South East,UK,Commercial,Steel Frame,1982,2145824.97,439795.83,521276.87,Low,3106897.67
POL0002730,LOC0002730,WS9 3JX,52.716944242552394,-1.7752015452170162,West Midlands,UK,Residential,Timber,1958,503518.2,84528.19,0.0,Low,588046.39
POL0002731,LOC0002731,TR79 6NC,51.27662681232359,-2.8727734413594472,South West,UK,Industrial,Mixed,1958,6814163.09,3742547.41,2481810.89,High,13038521.39
POL0002732,LOC0002732,DY30 1SB,52.39266513702408,-2.383921840911987,West Midlands,UK,Residential,Mixed,1912,362724.09,35113.47,0.0,Medium,397837.56
