postcode,region,location_count,total_tiv,avg_risk_score
RG37 4KP,South East,1,1582893.28,18.557
WC82 5UG,Greater London,1,1580093.43,18.555
DE79 5FS,East Midlands,1,1579787.0,55.664
CB27 8RV,East of England,1,1579394.9,18.554
BN25 4SN,South East,1,1578519.05,15.699
BL64 8TD,North West,1,1577689.2,55.659
E47 3GN,Greater London,1,1577147.8,15.698
SY66 6MB,Wales,1,1576836.04,18.552
E90 2MT,Greater London,1,1576601.13,21.406
LU62 5DE,East of England,1,1575642.85,51.373
IP6 7NJ,East of England,1,1575099.07,51.371
PA91 8KE,Scotland,1,1574823.81,55.652
EH14 3AG,Scotland,1,1574751.79,21.404
BA31 8DU,South West,1,1573084.41,51.367
M94 7PA,North West,1,1572932.42,37.098
M85 4KU,North West,1,1571997.02,28.536
RH55 1WD,South East,1,1571904.58,17.121
NG17 6VA,East Midlands,1,1571624.88,37.096
M63 7HY,North West,1,1570223.86,85.6
EH4 6BE,Scotland,1,1570027.45,21.4
SW49 5CU,Greater London,1,1569941.94,18.547
WA39 6TC,North West,1,1569569.33,18.546
PO69 1EV,South East,1,1569272.42,18.546
AB13 2YR,Scotland,1,1568627.3,51.357
E60 3PJ,Greater London,1,1568432.0,18.545
EH73 7YR,Scotland,1,1567707.57,64.193
GL35 6AZ,South West,1,1567573.76,34.236
LD79 6SM,Wales,1,1567243.43,34.236
SO62 5AJ,South East,1,1565821.27,34.233
E27 1UP,Greater London,1,1565623.87,34.233
BH28 8TS,South West,1,1565373.49,42.791
RG78 5DT,South East,1,1560955.29,51.339
BB42 2NK,North West,1,1560834.92,17.113
EX84 4GR,South West,1,1560626.64,34.225
DD77 2KR,Scotland,1,1560404.33,15.687
E7 8HS,Greater London,1,1559657.98,34.224
SE30 2PJ,Greater London,1,1558815.47,17.111
HG88 4FR,Yorkshire and the Humber,1,1556378.95,18.535
WV28 1AT,West Midlands,1,1556136.3,17.109
N20 1ZV,Greater London,1,1555859.85,28.515
RH48 5BX,South East,1,1555249.05,34.217
GL82 5NR,South West,1,1554630.21,17.108
WS45 7FH,West Midlands,1,1554226.62,34.216
CV33 7FE,West Midlands,1,1553870.55,21.384
TR23 3UZ,South West,1,1553253.41,34.214
EC26 7KT,Greater London,1,1552439.2,17.106
IP25 6HY,East of England,1,1550738.42,21.381
E69 6RD,Greater London,1,1549526.82,28.507
IP21 8WX,East of England,1,1549369.71,18.529
PO69 2NA,South East,1,1549083.96,34.208
WC82 5FP,Greater London,1,1548254.11,17.103
TR45 4AH,South West,1,1547709.13,21.378
PA76 4AW,Scotland,1,1546691.41,51.306
PA31 6MA,Scotland,1,1546359.17,18.527
YO53 7TA,Yorkshire and the Humber,1,1545787.14,17.101
SO8 3DM,South East,1,1545148.36,51.302
DE2 2NW,East Midlands,1,1544493.85,34.2
DE36 6PV,East Midlands,1,1542748.75,17.099
CM45 1PK,East of England,1,1542524.69,55.571
NW48 5ZW,Greater London,1,1541133.52,15.673
LS18 7BB,Yorkshire and the Humber,1,1540612.21,34.194
N5 2VV,Greater London,1,1540497.3,68.389
NG59 7GY,East Midlands,1,1539487.46,34.193
IV75 2WW,Scotland,1,1539422.73,17.096
LU41 3ZA,East of England,1,1539382.08,34.193
NW22 2MC,Greater London,1,1538371.38,17.095
N21 6SV,Greater London,1,1538333.17,17.095
SW47 5CD,Greater London,1,1537993.57,34.19
DD8 3YM,Scotland,1,1536986.09,17.094
LD69 1VA,Wales,1,1536286.45,34.188
WS93 4YP,West Midlands,1,1534648.9,37.034
ST51 1TH,West Midlands,1,1532503.2,37.03
BT98 3RE,Northern Ireland,1,1532151.5,21.363
SW45 6PC,Greater London,1,1532120.11,74.059
G16 5YT,Scotland,1,1530964.54,17.09
DD6 1EM,Scotland,1,1530834.59,34.179
EC46 1HC,Greater London,1,1530766.91,14.241
LE27 8VM,East Midlands,1,1530677.02,17.089
W26 2RC,Greater London,1,1530469.49,17.089
WS34 8CZ,West Midlands,1,1530304.89,31.33
HD70 3ZG,Yorkshire and the Humber,1,1530201.77,17.089
WN42 3FH,North West,1,1529502.79,17.089
DY40 3KB,West Midlands,1,1529156.49,17.088
BB53 3NH,North West,1,1528645.17,18.512
ST46 7KG,West Midlands,1,1528599.79,17.088
BL84 5VB,North West,1,1528488.36,34.175
LD81 8TN,Wales,1,1528229.64,15.664
PL75 1YE,South West,1,1528138.76,51.262
WV93 4JZ,West Midlands,1,1527735.77,21.359
LE94 8TG,East Midlands,1,1526973.05,14.239
NW32 1WB,Greater London,1,1526945.7,17.087
NP10 7RR,Wales,1,1526634.19,14.239
IV92 6RE,Scotland,1,1526165.93,17.086
TR50 7MK,South West,1,1526098.78,51.258
WS6 1CZ,West Midlands,1,1525940.33,34.171
BD57 4NN,Yorkshire and the Humber,1,1525378.23,15.662
EH96 7DN,Scotland,1,1524882.82,55.526
SO26 4FB,South East,1,1524204.02,51.253
DD91 8UR,Scotland,1,1523959.56,34.168
YO2 8ZX,Yorkshire and the Humber,1,1523491.57,17.084
SW55 1WF,Greater London,1,1523168.58,34.167
W53 7EH,Greater London,1,1522384.24,55.52
BL50 3CP,North West,1,1522159.42,34.166
HD67 3XR,Yorkshire and the Humber,1,1521784.22,34.165
E96 7ER,Greater London,1,1521279.64,34.164
IP95 5HG,East of England,1,1521070.33,51.246
NP38 4SH,Wales,1,1520961.4,51.245
BH11 2MC,South West,1,1520882.68,14.235
WS30 4UN,West Midlands,1,1520487.62,37.01
E3 1GW,Greater London,1,1520330.02,18.505
LS69 1FP,Yorkshire and the Humber,1,1519555.62,18.504
NW53 7EU,Greater London,1,1519370.52,18.504
WC5 1GR,Greater London,1,1519269.6,31.314
DE43 7MW,East Midlands,1,1519196.15,18.504
DH11 5JS,North East,1,1518021.6,37.006
WC64 8GC,Greater London,1,1516213.26,51.234
GU64 7YD,South East,1,1515090.86,17.077
SW16 4TJ,Greater London,1,1514786.58,17.077
RG32 6HD,South East,1,1513572.87,36.998
CF54 3UH,Wales,1,1513322.19,64.034
RH9 1RY,South East,1,1510936.03,18.497
GL47 4TX,South West,1,1509150.2,17.072
W14 6MZ,Greater London,1,1507438.1,55.481
BL68 1CS,North West,1,1507332.25,51.213
CH36 7CV,North West,1,1507210.58,68.284
SR87 8UT,North East,1,1506656.69,17.07
CB6 3SF,East of England,1,1505539.69,34.139
WV34 3GF,West Midlands,1,1504550.04,14.224
PL53 5AD,South West,1,1504506.35,18.491
E69 2EM,Greater London,1,1504038.37,73.963
N15 3JD,Greater London,1,1503496.58,34.136
W91 5FW,Greater London,1,1502167.23,42.667
SE72 3WH,Greater London,1,1501511.26,42.666
GL93 8YR,South West,1,1499907.16,18.487
OX30 4ZD,South East,1,1499812.59,62.572
GU92 7HY,South East,1,1499496.29,21.331
NR85 6PF,East of England,1,1499157.03,56.882
SE1 5VF,Greater London,1,1498631.72,42.66
PA2 1KZ,Scotland,1,1498548.96,15.642
SW68 4ED,Greater London,1,1497932.23,17.064
ST62 3EP,West Midlands,1,1497717.35,34.127
PL50 5ZZ,South West,1,1497639.28,36.97
WC15 2ZW,Greater London,1,1496889.33,42.657
CV10 8AY,West Midlands,1,1495985.79,15.64
GL65 7GP,South West,1,1495607.67,51.185
PO75 1XA,South East,1,1495236.94,17.061
PO96 6ZS,South East,1,1492079.93,34.118
E94 3JE,Greater London,1,1491614.8,34.117
EX71 3BW,South West,1,1490997.64,17.058
CV1 2GP,West Midlands,1,1490642.0,34.115
EH71 1EN,Scotland,1,1489909.25,34.114
LU23 6SV,East of England,1,1488446.71,17.056
LL51 4ZH,Wales,1,1488295.31,14.213
LU48 6PY,East of England,1,1488264.63,34.111
L37 6FY,North West,1,1487863.21,17.055
L21 5NA,North West,1,1487491.82,15.634
PO78 7VW,South East,1,1487124.69,17.055
AB35 5XU,Scotland,1,1486594.83,55.427
RG94 4TV,South East,1,1485517.65,18.475
BT24 6CA,Northern Ireland,1,1485076.05,17.053
N77 3CD,Greater London,1,1484437.92,17.053
DE74 4DP,East Midlands,1,1483758.12,34.104
SW70 5RX,Greater London,1,1483256.44,34.103
EC61 6VC,Greater London,1,1482957.04,55.417
NN51 6DP,East Midlands,1,1482652.84,18.472
SW6 2CA,Greater London,1,1480951.67,51.15
LU65 5KK,East of England,1,1479851.87,51.147
WN55 1TX,North West,1,1479627.13,17.049
EC81 6GT,Greater London,1,1478000.39,17.047
ST74 4EX,West Midlands,1,1477969.25,51.142
WV77 4VV,West Midlands,1,1477808.59,34.095
BT71 3UY,Northern Ireland,1,1477341.55,34.094
BS83 3EK,South West,1,1477253.09,51.141
EH84 1PB,Scotland,1,1477193.77,34.094
M64 6VH,North West,1,1475803.3,17.046
GU82 7UY,South East,1,1475390.94,21.307
TR57 1DS,South West,1,1474704.85,17.045
CO28 8YH,East of England,1,1474024.1,34.088
AL67 3MW,East of England,1,1473322.57,36.928
RG69 3KR,South East,1,1473292.54,34.087
HG79 2EP,Yorkshire and the Humber,1,1473291.24,17.044
LE93 3VF,East Midlands,1,1472971.16,17.043
BN10 7BF,South East,1,1472209.6,34.085
CM20 5ZA,East of England,1,1471759.8,15.622
BD81 7VZ,Yorkshire and the Humber,1,1471569.89,34.084
EC51 7PB,Greater London,1,1471382.12,34.084
L96 3WS,North West,1,1469841.19,18.461
LS34 6SS,Yorkshire and the Humber,1,1469817.97,17.041
SY55 5JU,Wales,1,1468527.68,34.079
EC40 3BK,Greater London,1,1467995.78,34.079
PA18 4VT,Scotland,1,1467509.64,17.039
AB12 1AW,Scotland,1,1466989.82,17.038
B52 5KR,West Midlands,1,1466705.07,17.038
YO25 1UK,Yorkshire and the Humber,1,1466098.18,28.396
SE67 4ZU,Greater London,1,1465287.69,34.074
DD55 6PN,Scotland,1,1464985.81,17.037
NN70 6FP,East Midlands,1,1464914.08,46.851
DY24 6HZ,West Midlands,1,1463055.97,14.196
OX19 1MC,South East,1,1462695.36,17.035
OX67 6TK,South East,1,1462224.45,18.454
DY36 3XE,West Midlands,1,1461776.31,17.034
WC63 2CY,Greater London,1,1461301.3,34.068
LD63 7EU,Wales,1,1460625.82,34.067
WS74 6VA,West Midlands,1,1460228.77,17.033
E98 4ME,Greater London,1,1459974.44,68.131
AB11 4FE,Scotland,1,1458609.96,36.902
PO83 4MM,South East,1,1458348.61,68.126
CH41 5WJ,North West,1,1458142.3,17.031
CF29 6DG,Wales,1,1457729.25,36.9
SW37 7UZ,Greater London,1,1457376.38,36.9
PR61 2TY,North West,1,1457360.5,34.061
CB38 3HA,East of England,1,1457123.81,17.03
N72 6CF,Greater London,1,1456174.77,34.059
HG83 7YN,Yorkshire and the Humber,1,1455900.54,28.382
SA54 8DS,Wales,1,1455370.28,17.029
PA13 1JH,Scotland,1,1454991.56,34.057
EC47 3ZA,Greater London,1,1453716.9,34.055
CV90 3JA,West Midlands,1,1453652.99,36.893
PA93 6XC,Scotland,1,1453425.32,51.082
YO36 7UG,Yorkshire and the Humber,1,1452003.86,18.445
PO88 1SW,South East,1,1451889.48,15.607
WN5 6SK,North West,1,1451271.16,14.188
SA3 5MG,Wales,1,1451147.19,31.213
N29 8EX,Greater London,1,1450626.03,17.025
WC46 6VZ,Greater London,1,1450327.24,18.443
NW35 3UF,Greater London,1,1449417.32,51.072
LL3 1JD,Wales,1,1449187.85,36.885
WV85 6SP,West Midlands,1,1448309.47,14.186
EC52 6KB,Greater London,1,1448222.46,17.023
SW84 1UG,Greater London,1,1447553.77,36.882
EC89 4NT,Greater London,1,1447487.84,34.045
DD32 8HM,Scotland,1,1445956.13,14.184
HD84 2PX,Yorkshire and the Humber,1,1445729.38,51.063
NW47 7UW,Greater London,1,1444409.15,34.04
EX60 5YD,South West,1,1444177.08,14.183
BS23 6GH,South West,1,1443900.04,17.019
BN48 3UC,South East,1,1441859.78,51.053
EH54 4JG,Scotland,1,1441408.04,34.035
L18 1CH,North West,1,1441052.8,31.198
BL36 8EG,North West,1,1440960.59,68.068
W34 7PV,Greater London,1,1439330.84,18.434
M10 5AR,North West,1,1438565.45,17.015
WC72 7WE,Greater London,1,1438460.19,46.791
WS85 4VP,West Midlands,1,1438190.71,31.194
BL77 5WB,North West,1,1438148.14,17.015
E16 6YJ,Greater London,1,1436464.39,17.013
BH44 4WK,South West,1,1431811.52,51.028
EC63 1MY,Greater London,1,1431565.51,18.427
DE64 6WE,East Midlands,1,1430999.75,34.017
NW28 3AS,Greater London,1,1430710.93,18.426
NW94 7WT,Greater London,1,1430584.88,34.017
SO22 2SV,South East,1,1430495.38,34.016
BB27 2RP,North West,1,1429768.0,46.771
HD48 6TX,Yorkshire and the Humber,1,1428196.76,18.424
BD72 2JU,Yorkshire and the Humber,1,1427391.16,17.006
ST12 8PD,West Midlands,1,1427220.37,34.011
WA77 2BG,North West,1,1426717.08,51.015
BT72 2ZU,Northern Ireland,1,1423814.62,68.01
RG21 5SF,South East,1,1422520.19,17.002
SA89 2PC,Wales,1,1421976.22,21.251
S37 4GA,Yorkshire and the Humber,1,1421603.35,17.001
DY79 7TZ,West Midlands,1,1421022.7,17.0
RH85 4TH,South East,1,1420845.72,14.167
HU71 4WW,Yorkshire and the Humber,1,1420320.5,73.665
LL14 4GW,Wales,1,1419054.36,33.997
W67 2JW,Greater London,1,1418915.95,50.995
WC17 8NV,Greater London,1,1418424.73,33.996
NW1 8AX,Greater London,1,1418383.1,15.582
RH89 1CN,South East,1,1416438.17,62.32
IP74 6XV,East of England,1,1416051.76,42.49
AL54 4CA,East of England,1,1416009.82,16.996
BS40 3HT,South West,1,1415656.28,14.163
WN62 3UG,North West,1,1414805.08,33.99
DE20 2HU,East Midlands,1,1414724.39,16.995
IP6 6RN,East of England,1,1413482.8,42.485
SW12 1VT,Greater London,1,1413089.27,36.819
PR95 1JR,North West,1,1412777.5,46.732
WS65 3MK,West Midlands,1,1412517.73,16.993
GU46 4UG,South East,1,1411914.62,67.97
NG73 1KZ,East Midlands,1,1411860.91,33.985
HD88 4FB,Yorkshire and the Humber,1,1411240.41,16.992
SY70 2FX,Wales,1,1411158.38,33.984
EX25 8JY,South West,1,1410545.31,16.991
PL53 7JJ,South West,1,1410129.58,16.991
RG55 5AW,South East,1,1410082.36,33.982
TR96 3WG,South West,1,1408935.03,33.98
BA56 2BB,South West,1,1408767.6,36.811
EH18 7RS,Scotland,1,1408276.47,67.958
N95 8RV,Greater London,1,1408044.94,62.294
DD49 4TA,Scotland,1,1407732.7,50.967
OX49 8HR,South East,1,1406008.58,28.313
DY1 1UD,West Midlands,1,1405383.99,16.987
ST81 3DM,West Midlands,1,1404692.28,18.402
RH83 1EC,South East,1,1404472.68,14.155
PO51 7HW,South East,1,1403719.78,36.802
DH10 4AK,North East,1,1403715.78,18.401
BT98 1KS,Northern Ireland,1,1402933.06,28.308
BT34 1FZ,Northern Ireland,1,1402072.99,33.968
NW21 4GW,Greater London,1,1401931.54,16.984
WN35 7UT,North West,1,1401209.67,15.568
RH2 1RU,South East,1,1400734.57,55.195
SE15 2YW,Greater London,1,1399860.18,33.965
CV69 6WG,West Midlands,1,1399819.07,16.982
WC86 1TZ,Greater London,1,1399596.32,14.152
PO69 3NM,South East,1,1399591.07,21.228
PO33 1CX,South East,1,1398793.76,33.963
PA93 6RM,Scotland,1,1398267.27,16.981
W21 7YY,Greater London,1,1397420.58,33.96
EC4 8KY,Greater London,1,1397106.53,42.45
RH29 3DP,South East,1,1396862.32,18.395
NR47 1AX,East of England,1,1396680.1,31.129
EC96 6XF,Greater London,1,1396012.02,67.916
SO62 5PT,South East,1,1395201.6,33.957
SE39 7TR,Greater London,1,1395148.5,16.978
SO49 4NV,South East,1,1395045.67,15.563
DN89 2WV,Yorkshire and the Humber,1,1394852.28,55.178
EH30 2UH,Scotland,1,1394847.46,28.297
WC65 8HJ,Greater London,1,1394071.3,28.295
WC70 2FG,Greater London,1,1392904.16,42.441
TR68 5HH,South West,1,1392428.12,33.952
WC25 3PB,Greater London,1,1392118.21,16.976
HD39 2HC,Yorkshire and the Humber,1,1391602.97,50.925
SO32 8WF,South East,1,1390994.89,36.778
LL75 1WN,Wales,1,1389156.91,56.577
SA21 4FK,Wales,1,1387406.29,36.772
B65 8CT,West Midlands,1,1387290.52,16.971
LE70 3AT,East Midlands,1,1387047.16,18.385
EC73 4PF,Greater London,1,1386767.31,67.884
EC67 2FY,Greater London,1,1386546.23,36.77
LL23 1YD,Wales,1,1386342.1,55.155
N78 2DE,Greater London,1,1385734.24,42.425
BN53 5ZD,South East,1,1384620.15,18.383
CB5 4PP,East of England,1,1383590.38,33.936
OX71 4XK,South East,1,1383454.35,28.28
EH13 2TT,Scotland,1,1383442.39,50.904
N92 7VD,Greater London,1,1383420.74,50.904
CM25 4XB,East of England,1,1382620.6,15.553
CO11 7VN,East of England,1,1382467.95,42.418
NE16 5TE,North East,1,1382356.91,55.143
GU5 6NK,South East,1,1382246.01,50.901
PR63 5TH,North West,1,1382123.73,33.934
WN5 5MZ,North West,1,1381441.43,14.139
EH53 7ZM,Scotland,1,1381436.13,16.966
NW15 5BJ,Greater London,1,1380830.89,16.966
DN68 1RZ,Yorkshire and the Humber,1,1380014.08,14.138
BB16 2WF,North West,1,1379833.53,36.757
IP1 4ST,East of England,1,1377713.39,33.926
B1 4TE,West Midlands,1,1377555.81,16.963
SO10 1UV,South East,1,1376869.25,42.406
BT74 4XF,Northern Ireland,1,1376680.94,36.751
LL68 4HK,Wales,1,1376384.83,31.097
NG90 1FS,East Midlands,1,1375225.25,31.095
SO96 1GV,South East,1,1373824.04,16.96
NW26 5VU,Greater London,1,1372821.09,50.877
N42 4PJ,Greater London,1,1371514.74,14.131
NN83 8BF,East Midlands,1,1371334.64,36.741
M10 8VG,North West,1,1370819.77,33.914
ST9 6YB,West Midlands,1,1370511.3,33.914
SE79 7BW,Greater London,1,1369647.11,16.956
SO50 1ET,South East,1,1369490.03,28.26
NG1 6XD,East Midlands,1,1368714.65,31.085
E53 4GG,Greater London,1,1368186.17,33.91
WS85 6UF,West Midlands,1,1367784.92,36.735
DY86 6RZ,West Midlands,1,1367030.27,21.192
DD90 8KM,Scotland,1,1365788.48,42.382
GL32 2CW,South West,1,1364393.13,36.728
BN34 2NK,South East,1,1364019.88,16.951
AL4 4KK,East of England,1,1361807.86,55.085
WC11 5BP,Greater London,1,1361720.18,56.497
NW45 8AC,Greater London,1,1360865.89,33.897
EC12 7SK,Greater London,1,1360837.97,18.361
CM38 7CV,East of England,1,1359464.73,16.947
EX53 3TE,South West,1,1358883.43,16.947
G66 2GA,Scotland,1,1358754.99,28.244
S5 1KH,Yorkshire and the Humber,1,1358747.67,16.946
SW34 3VC,Greater London,1,1357357.78,21.182
CM93 8NP,East of England,1,1356945.66,42.362
SE81 3FG,Greater London,1,1356540.79,67.778
AL73 4JC,East of England,1,1355316.24,50.83
NR74 1BZ,East of England,1,1355037.38,50.83
W15 7TY,Greater London,1,1352967.58,18.353
BD13 7EY,Yorkshire and the Humber,1,1352825.72,14.118
E78 8JJ,Greater London,1,1352675.28,42.353
BH68 8JD,South West,1,1351828.94,14.117
BT41 4XK,Northern Ireland,1,1351245.35,16.94
BH95 3XP,South West,1,1349810.24,36.7
SO96 5BM,South East,1,1349676.77,36.7
GL98 7KC,South West,1,1349666.77,67.754
SO98 2FU,South East,1,1349241.47,16.938
GL90 7SH,South West,1,1349089.82,14.115
HD56 7ZA,Yorkshire and the Humber,1,1349071.13,16.938
BB42 8XT,North West,1,1349005.85,33.876
WC33 3WS,Greater London,1,1348984.05,28.23
RH78 6US,South East,1,1348454.4,33.875
DH24 2TF,North East,1,1347884.8,50.811
EH3 4TD,Scotland,1,1346989.39,14.113
EC61 1PE,Greater London,1,1346964.04,63.51
DE29 7PG,East Midlands,1,1346734.67,36.694
HU32 7XU,Yorkshire and the Humber,1,1345708.18,42.337
RH88 7CH,South East,1,1345619.96,36.692
CM30 7MS,East of England,1,1345373.21,28.224
IV47 5AM,Scotland,1,1345010.36,33.869
BB9 7EY,North West,1,1344671.1,28.223
HD49 3UG,Yorkshire and the Humber,1,1344292.02,55.034
GU80 6YZ,South East,1,1344114.25,33.867
BH46 6DJ,South West,1,1343385.26,84.664
NW58 2WX,Greater London,1,1343234.41,33.865
N43 6YR,Greater London,1,1343077.06,50.798
RH98 2BG,South East,1,1342979.17,50.797
LE46 5KM,East Midlands,1,1342815.09,16.932
SW35 5DN,Greater London,1,1342023.64,36.685
CO59 3RM,East of England,1,1341774.35,18.342
AB7 8PU,Scotland,1,1340814.17,18.341
BD18 2XD,Yorkshire and the Humber,1,1340385.84,16.93
NW58 8TD,Greater London,1,1340068.01,50.79
S45 6FA,Yorkshire and the Humber,1,1339940.2,42.324
SR1 1KA,North East,1,1339715.8,67.718
CO77 7XT,East of England,1,1338629.67,42.321
SE82 6GP,Greater London,1,1338152.44,42.32
SR88 1UM,North East,1,1337887.41,36.677
BN69 1JA,South East,1,1337784.07,16.928
CV93 3CY,West Midlands,1,1337151.99,18.338
E81 6DW,Greater London,1,1335554.02,33.852
BH18 6RJ,South West,1,1335378.38,14.105
SR3 5HZ,North East,1,1334957.39,16.925
WV40 3EX,West Midlands,1,1334627.43,50.775
EC48 7XY,Greater London,1,1333766.44,18.335
RH57 1PD,South East,1,1333237.26,50.771
WS40 6DA,West Midlands,1,1331516.52,54.997
DL44 5BF,North East,1,1331464.78,15.512
RG49 4UK,South East,1,1331266.14,18.332
LE71 1DD,East Midlands,1,1330849.42,67.686
PL44 6KG,South West,1,1330626.4,50.764
L51 1SY,North West,1,1329426.46,16.92
NW90 1UN,Greater London,1,1328600.46,33.839
DL24 7BW,North East,1,1327142.63,36.656
LL60 1WH,Wales,1,1326980.93,33.836
BN20 1XU,South East,1,1326116.57,15.508
SO71 2DA,South East,1,1325657.74,18.327
NP39 1DY,Wales,1,1325531.57,36.653
BT89 3KT,Northern Ireland,1,1325132.66,33.833
PR19 8SB,North West,1,1324936.9,46.52
GL51 8GH,South West,1,1324788.95,16.916
LL10 6MV,Wales,1,1324562.76,16.916
SO49 4UP,South East,1,1324201.89,36.65
NN50 4VS,East Midlands,1,1324131.52,42.289
NW93 5VT,Greater London,1,1324021.45,54.975
RH12 8WH,South East,1,1323683.75,14.096
NG71 7ZG,East Midlands,1,1323584.61,18.325
SE87 5CG,Greater London,1,1323175.55,54.973
NW30 1YH,Greater London,1,1323110.73,73.297
LD20 5TS,Wales,1,1322331.5,28.19
BD63 6DC,Yorkshire and the Humber,1,1321607.66,14.094
BH88 3EE,South West,1,1321495.12,36.645
NW35 6HX,Greater London,1,1321152.64,50.738
CH62 6PN,North West,1,1320559.58,33.825
DY53 7JH,West Midlands,1,1319530.39,14.093
PA27 1NX,Scotland,1,1319431.9,54.962
SE84 8TF,Greater London,1,1319380.41,16.911
L9 3WK,North West,1,1317782.31,28.183
B68 8TD,West Midlands,1,1317553.54,33.819
OX40 7WG,South East,1,1317428.68,46.501
SO95 2MF,South East,1,1315782.47,73.268
SW72 2JU,Greater London,1,1315173.53,16.907
N98 3UX,Greater London,1,1314159.15,50.719
E58 8ND,Greater London,1,1313458.9,28.176
EC33 5MY,Greater London,1,1313212.28,50.717
NG71 3RN,East Midlands,1,1313207.39,33.811
W37 2NT,Greater London,1,1311764.92,33.809
EX19 5RD,South West,1,1311176.19,18.312
DY47 5SR,West Midlands,1,1311157.19,33.807
BT43 5BG,Northern Ireland,1,1311133.48,28.173
ST84 4MV,West Midlands,1,1310758.18,14.086
DE77 2WN,East Midlands,1,1310672.1,28.172
NP14 1RU,Wales,1,1310302.44,67.612
W43 4RY,Greater London,1,1310290.51,33.806
WC28 1YN,Greater London,1,1308864.95,50.705
GU77 2ZT,South East,1,1307286.33,36.617
IV50 8JB,Scotland,1,1306800.44,16.9
AB58 8UH,Scotland,1,1306608.01,42.249
N92 1MY,Greater London,1,1305633.08,33.797
SW39 6RG,Greater London,1,1304720.0,54.918
EC83 3XE,Greater London,1,1304211.83,28.162
W13 3DV,Greater London,1,1304166.17,16.897
E34 7XA,Greater London,1,1303714.38,36.61
CF17 5SY,Wales,1,1303361.97,33.793
PO23 5JK,South East,1,1303018.56,28.16
N28 3NJ,Greater London,1,1302853.45,33.792
SE16 4UU,Greater London,1,1302075.01,16.895
W23 4CW,Greater London,1,1301684.23,54.909
OX70 4KH,South East,1,1301674.41,15.487
NW12 5GS,Greater London,1,1300862.7,33.788
BB64 7CC,North West,1,1300579.01,30.972
HD38 7NF,Yorkshire and the Humber,1,1300453.8,33.788
M7 4HA,North West,1,1300084.42,18.301
NG3 3XD,East Midlands,1,1299596.38,30.971
DY59 8ZC,West Midlands,1,1299215.77,67.571
SE15 6EV,Greater London,1,1299110.35,50.678
LE59 1JH,East Midlands,1,1298554.13,14.077
IP66 6VW,East of England,1,1297484.12,18.299
WC91 2BG,Greater London,1,1296929.79,50.672
BS28 3YH,South West,1,1296501.04,42.226
HU17 6JU,Yorkshire and the Humber,1,1296306.28,14.075
W57 6FJ,Greater London,1,1295826.78,21.112
IP41 2KK,East of England,1,1294670.86,33.777
SY87 5GF,Wales,1,1294028.68,16.888
CH39 8EA,North West,1,1293401.06,15.48
PA35 6KJ,Scotland,1,1293316.49,33.775
DY48 5FP,West Midlands,1,1292242.12,33.773
CB43 4DD,East of England,1,1291667.34,18.293
BD44 2WB,Yorkshire and the Humber,1,1291504.48,30.957
TR12 2GT,South West,1,1290773.62,16.885
NW13 2GE,Greater London,1,1290731.98,67.539
PO43 8GW,South East,1,1290089.51,42.211
EC73 8ZZ,Greater London,1,1289597.55,28.14
CV58 7YT,West Midlands,1,1288962.93,33.766
SE84 8MK,Greater London,1,1288798.83,50.649
GU54 1VM,South East,1,1288579.92,30.952
W62 5HN,Greater London,1,1288386.2,36.579
SO12 5DD,South East,1,1288276.59,50.648
LU31 2VY,East of England,1,1285451.66,54.86
BH72 5GJ,South West,1,1284901.63,50.638
CH3 2DK,North West,1,1284692.64,50.638
SY44 3FX,Wales,1,1284427.34,16.879
EC60 4UN,Greater London,1,1283990.98,36.57
SA66 4RZ,Wales,1,1283910.24,16.879
RH50 7KH,South East,1,1283334.59,30.943
BD53 3CJ,Yorkshire and the Humber,1,1282842.88,63.291
BT22 2MS,Northern Ireland,1,1282708.82,33.755
HU98 2PD,Yorkshire and the Humber,1,1282440.03,16.877
HU37 2GW,Yorkshire and the Humber,1,1282411.47,54.851
DH82 6HB,North East,1,1281687.03,36.566
N27 3ZE,Greater London,1,1281503.14,14.064
YO91 4AJ,Yorkshire and the Humber,1,1281257.24,36.565
BL65 3SX,North West,1,1280835.88,30.939
WC21 5TD,Greater London,1,1280380.58,50.626
SE87 2PR,Greater London,1,1280154.73,36.562
NE68 7BX,North East,1,1279912.8,54.843
IV86 8TP,Scotland,1,1279838.99,16.875
N66 8US,Greater London,1,1279570.88,50.623
L89 5HJ,North West,1,1278735.52,16.874
NW81 1WY,Greater London,1,1278551.78,33.747
M37 5NU,North West,1,1277615.75,28.121
SO37 4RN,South East,1,1276369.41,18.277
CV14 4TU,West Midlands,1,1275518.76,16.871
BL67 2GZ,North West,1,1274719.5,28.116
NW34 7WW,Greater London,1,1274108.9,15.464
DN83 7FS,Yorkshire and the Humber,1,1273399.83,16.869
GU83 8DP,South East,1,1273042.61,56.228
BT43 8TZ,Northern Ireland,1,1272610.91,15.462
LU12 4PS,East of England,1,1270582.45,33.732
S33 5KG,Yorkshire and the Humber,1,1269795.64,28.109
NN50 8NG,East Midlands,1,1269643.95,18.271
WS40 6XZ,West Midlands,1,1268892.77,73.079
CV98 3XX,West Midlands,1,1268210.07,14.053
WA60 2EX,North West,1,1266874.24,56.208
BT42 1FR,Northern Ireland,1,1266605.45,16.862
IP76 5VV,East of England,1,1266162.74,14.052
BA61 8WZ,South West,1,1266129.51,50.585
SW55 5ND,Greater London,1,1264153.02,33.72
